OBJECTID;CID;blue;green;red;nir;swir;GT
1444;1;1260;1394;1650;1876;2403;0
1445;1;358;510;704;1484;2537;0
1446;1;175;338;397;1124;1017;1
1447;1;660;747;1078;1898;2073;0
1448;1;818;1080;1222;1788;2215;0
1449;1;237;399;526;1198;1399;1
1450;1;22;162;156;1104;803;0
1451;1;468;732;1114;1710;3027;0
1452;1;162;356;389;1556;797;1
1453;1;451;792;1048;2012;3104;0
1454;1;588;872;1244;2050;3505;0
1455;1;379;520;716;1164;1427;1
1456;1;328;527;631;1546;1372;1
1457;1;707;1100;1310;2004;2049;0
1458;1;293;517;608;1584;1875;0
1459;1;322;494;744;1262;1219;1
1460;1;355;501;860;1452;1787;1
1461;1;160;310;349;1310;826;1
1462;1;344;593;686;1778;1669;0
1463;1;1148;1242;1382;2210;1537;1
1464;1;329;511;700;1602;1364;0
1465;1;922;1092;1196;2336;1933;0
1466;1;256;414;606;1316;1161;1
1467;1;336;552;620;1998;1529;0
1468;1;253;474;528;2020;1306;0
1469;1;232;368;668;1282;1066;1
1470;1;124;260;309;1582;1147;0
1471;1;176;305;423;1110;986;1
1472;1;241;368;561;907;1129;1
1473;1;185;364;402;1214;1073;1
1474;1;258;412;512;1538;1250;1
1475;1;300;457;672;1254;1321;1
1476;1;265;473;609;1836;1474;1
1477;1;328;469;647;1232;1232;1
1478;1;940;1238;1544;2438;3665;0
1479;1;236;341;474;1334;1070;1
1480;1;913;1260;1628;2308;3551;0
1481;1;172;335;401;1188;1260;1
1482;1;642;875;1124;1690;2596;0
1483;1;148;361;484;1838;898;1
1484;1;528;756;1005;1698;2618;0
1485;1;634;842;1100;1742;2153;1
1486;1;299;399;634;1190;1430;1
1487;1;509;739;935;1316;1533;0
1488;1;204;392;587;1196;1157;1
1489;1;210;368;437;1622;897;1
1490;1;339;494;561;1406;1658;1
1491;1;375;523;742;1634;1318;1
1492;1;309;483;631;1072;626;0
1493;1;534;789;1040;1850;2780;0
1494;1;179;451;423;1208;975;0
1495;1;888;1028;1324;2104;2143;0
1496;1;772;1068;1408;2210;2562;0
1497;1;260;281;325;1162;915;1
1498;1;2088;1802;1990;2828;3056;0
1499;1;132;265;360;1288;727;1
1500;1;435;680;860;1700;2565;0
1501;1;619;867;1138;1886;3151;0
1502;1;625;885;1154;2084;3218;0
1503;1;491;753;1002;1674;2632;0
1504;1;783;1038;1496;2364;3827;0
1505;1;1478;1684;1820;1940;1710;0
1506;1;483;733;1032;1604;2679;0
1507;1;160;286;371;1184;1048;1
1508;1;125;223;266;1032;706;1
1509;1;471;733;1009;1904;2525;0
1510;1;91;136;189;408;426;1
1511;1;239;378;493;1224;1106;1
1512;1;334;505;576;1678;1267;0
1513;1;412;565;730;1476;1526;1
1514;1;320;802;1238;2016;2472;0
1515;1;218;362;560;1116;1024;1
1516;1;179;338;375;1436;953;1
1517;1;267;447;545;1694;1691;0
1518;1;212;405;438;1602;1138;1
1519;1;601;880;1170;2144;3023;0
1520;1;219;365;536;1094;1289;1
1521;1;263;405;531;1214;1198;1
1522;1;199;404;393;1566;917;1
1523;1;224;408;522;1564;1580;0
1524;1;142;303;337;1448;933;1
1525;1;244;395;600;1144;1146;1
1526;1;96;308;172;165;821;0
1527;1;205;375;405;1572;1180;1
1528;1;284;493;682;1366;1971;0
1529;1;682;988;1248;2054;2680;0
1530;1;368;537;698;1498;1553;1
1531;1;213;345;431;1296;1183;1
1532;1;190;336;471;1212;1064;1
1533;1;428;691;911;1694;2283;0
1534;1;291;453;605;1190;1137;1
1535;1;166;308;432;1316;836;1
1536;1;202;296;396;1522;1065;1
1537;1;212;363;510;1458;950;1
1538;1;219;386;550;1314;1117;1
1539;1;622;832;1106;1892;3108;0
1540;1;903;1268;1688;2130;3022;0
1541;1;198;268;343;417;805;0
1542;1;304;462;703;1232;2026;1
1543;1;407;637;845;1786;2347;0
1544;1;677;984;1262;2030;2346;0
1545;1;280;390;606;1132;1282;1
1546;1;187;334;470;1104;1181;1
1547;1;193;352;391;1302;967;1
1548;1;828;1140;1494;2242;3141;0
1549;1;659;980;1278;2340;3433;0
1550;1;220;359;499;1482;884;1
1551;1;199;332;467;1566;959;1
1552;1;208;375;442;1506;904;1
1553;1;410;644;779;2052;2375;0
1554;1;222;387;441;1730;1066;1
1555;1;245;430;579;1232;1314;1
1556;1;626;1030;1470;2342;4003;0
1557;1;681;952;1214;1986;3099;0
1558;1;232;360;435;1272;1122;1
1559;1;268;427;569;1356;1165;1
1560;1;233;403;475;1388;1302;1
1561;1;325;514;606;1528;1396;0
1562;1;718;1100;1416;2216;3440;0
1563;1;283;448;717;1180;1919;1
1564;1;298;429;619;1176;1573;1
1565;1;259;386;534;1400;1262;1
1566;1;1364;1520;1718;1808;2360;0
1567;1;713;987;1276;2170;3510;0
1568;1;151;386;336;1626;783;1
1569;1;183;363;435;1228;986;1
1570;1;695;954;1268;2130;3579;0
1571;1;136;427;622;1278;1110;1
1572;1;794;1030;1360;2066;3457;0
1573;1;882;1128;1406;1966;2343;0
1574;1;339;579;846;2098;1097;1
1575;1;268;563;869;1890;2057;0
1576;1;321;552;630;1332;1526;1
1577;1;578;826;1120;1946;3321;0
1578;1;338;507;574;1454;1000;1
1579;1;283;463;700;1356;1328;1
1580;1;1362;1722;2244;3040;4391;0
1581;1;310;453;565;1360;1176;1
1582;1;208;343;460;1560;1068;0
1583;1;143;262;376;1009;898;1
1584;1;242;364;679;1194;2008;1
1585;1;302;546;825;2042;1223;1
1586;1;568;801;1118;2062;2880;0
1587;1;184;272;399;1108;1099;1
1588;1;182;355;495;1286;1652;0
1589;1;665;1023;1298;2210;3540;0
1590;1;389;521;792;1288;1826;1
1591;1;248;488;684;1474;2059;0
1592;1;404;697;910;1620;2357;0
1593;1;95;244;291;1316;663;1
1594;1;572;872;1162;1898;2356;0
1595;1;243;404;675;1130;1104;1
1596;1;133;287;311;768;553;1
1597;1;280;414;638;1434;1303;0
1598;1;519;647;732;896;1214;0
1599;1;199;393;581;1270;1242;1
1600;1;194;438;434;1488;901;1
1601;1;156;286;346;1260;934;1
1602;1;178;321;462;1158;1042;1
1603;1;266;417;540;1676;1484;1
1604;1;220;400;551;1644;1007;1
1605;1;652;916;1256;2010;3549;0
1606;1;735;1026;1432;2248;3945;0
1607;1;248;335;438;843;773;1
1608;1;320;514;786;1644;1214;1
1609;1;338;535;681;1804;1893;0
1610;1;306;449;730;1176;1621;1
1611;1;260;398;509;1430;1318;1
1612;1;930;1196;1760;2320;2962;0
1613;1;228;456;559;1804;1680;0
1614;1;511;741;832;1844;1442;1
1615;1;234;429;477;1750;1202;0
1616;1;680;954;1314;2036;2221;0
1617;1;155;349;395;1594;1331;0
1618;1;255;458;529;1706;1290;0
1619;1;465;849;1028;1896;2114;0
1620;1;160;346;317;1464;659;1
1621;1;699;1004;1372;1850;3076;0
1622;1;489;573;709;1640;1150;1
1623;1;404;695;976;1592;2747;0
1624;1;440;734;1068;1848;2717;0
1625;1;177;383;606;1200;1838;0
1626;1;510;785;1126;1898;2701;0
1627;1;322;456;792;1336;1784;1
1628;1;478;683;933;1922;2165;0
1629;1;876;1378;1796;2588;2996;0
1630;1;223;361;439;1506;1343;0
1631;1;274;487;561;1616;1340;1
1632;1;156;315;430;1130;803;1
1633;1;191;313;384;1372;1007;1
1634;1;394;624;770;1626;1860;0
1635;1;257;389;612;1158;1067;1
1636;1;567;800;1009;1920;3053;0
1637;1;838;1166;1516;2270;3913;0
1638;1;336;492;627;1436;1377;1
1639;1;613;864;1112;1874;2921;0
1640;1;299;413;671;1168;1633;1
1641;1;252;485;507;1966;1127;0
1642;1;414;536;841;1324;1330;1
1643;1;311;520;579;1826;1313;0
1644;1;272;451;751;1168;1470;1
1645;1;770;1050;1278;2278;3260;0
1646;1;92;188;251;794;772;1
1647;1;415;606;889;1786;2823;0
1648;1;1064;1258;1650;2174;1597;1
1649;1;630;929;1246;2220;3556;0
1650;1;267;441;636;1484;1244;1
1651;1;;;;;;
1652;1;440;734;1048;1750;1775;0
1653;1;227;369;511;1106;1254;1
1654;1;316;492;566;1682;989;1
1655;1;1334;1794;2262;2834;2709;0
1656;1;709;753;877;1768;1396;1
1657;1;93;254;296;1318;796;1
1658;1;708;991;1318;2038;2459;0
1659;1;960;1134;1434;2296;2882;0
1660;1;2420;2060;1942;3142;3258;0
1661;1;244;391;572;1094;1501;1
1662;1;214;398;515;1526;1606;0
1663;1;632;873;1042;1256;1429;0
1664;1;504;773;1034;1408;1926;0
1665;1;207;466;444;1382;1146;0
1666;1;308;516;522;1934;1006;1
1667;1;203;360;405;1488;909;1
1668;1;321;499;595;1794;1378;0
1669;1;362;447;585;955;1291;0
1670;1;528;868;1076;2308;1833;0
1671;1;216;394;547;1250;981;1
1672;1;729;933;1236;2094;3101;0
1673;1;1836;2098;2112;2938;2278;0
1674;1;1094;1158;1340;2292;2712;0
1675;1;597;807;1070;1690;3065;0
1676;1;217;418;491;1496;973;1
1677;1;125;245;354;1020;939;1
1678;1;131;285;298;1598;752;1
1679;1;264;420;645;1356;1177;1
1680;1;508;717;970;1576;3184;0
1681;1;746;1056;1370;2308;3688;0
1682;1;283;486;771;1416;1307;1
1683;1;207;334;389;1328;1196;1
1684;1;455;693;959;1800;2412;0
1685;1;463;692;995;2094;2697;0
1686;1;400;626;786;2210;1342;1
1687;1;269;318;379;1278;897;1
1688;1;314;538;705;1686;1717;0
1689;1;489;765;980;1924;3054;0
1690;1;220;431;493;1970;1448;0
1691;1;317;515;569;1750;1252;0
1692;1;262;460;704;1316;1212;1
1693;1;290;453;531;1626;1072;1
1694;1;321;518;632;1400;1479;0
1695;1;158;316;360;1386;1054;1
1696;1;307;475;717;1328;1154;1
1697;1;316;461;582;1630;1670;0
1698;1;231;388;456;1666;1163;1
1699;1;894;1012;1110;2122;2034;0
1700;1;149;285;323;1356;747;1
1701;1;208;391;653;1268;850;1
1702;1;136;284;337;1294;766;1
1703;1;300;496;535;1726;1311;0
1704;1;632;774;890;1656;1381;0
1705;1;240;360;539;1112;1269;1
1706;1;223;354;462;1300;1093;1
1707;1;202;337;572;1124;935;1
1708;1;131;344;339;1472;771;1
1709;1;630;879;1116;1934;2813;0
1710;1;266;434;774;1210;1263;1
1711;1;213;266;325;1282;959;1
1712;1;172;380;458;1660;1231;0
1713;1;525;513;515;1710;1122;1
1714;1;188;345;461;1090;1190;1
1715;1;233;436;540;2222;1290;0
1716;1;520;890;968;1984;1646;0
1717;1;152;274;323;1366;745;1
1718;1;273;382;477;1308;1424;1
1719;1;160;283;361;937;1182;1
1720;1;633;1023;1362;2314;2598;0
1721;1;571;914;978;2814;1747;0
1722;1;225;340;595;1256;1438;1
1723;1;244;327;404;561;1809;0
1724;1;297;399;616;1192;1352;1
1725;1;260;422;647;1224;1503;1
1726;1;3124;3064;2974;3708;3175;0
1727;1;791;1096;1392;2264;3677;0
1728;1;292;376;593;1072;1586;1
1729;1;206;332;502;1114;1144;1
1730;1;247;401;584;1112;993;1
1731;1;180;327;460;1148;1249;1
1732;1;288;433;551;1626;1251;0
1733;1;106;282;307;1434;761;1
1734;1;469;717;832;1950;1789;1
1735;1;185;354;533;791;1231;1
1736;1;167;316;376;1200;912;1
1737;1;594;941;1302;2208;2709;0
1738;1;785;1146;1480;2198;2387;0
1739;1;356;727;777;2420;2480;0
1740;1;164;300;354;1508;924;1
1741;1;587;866;1036;1924;1341;1
1742;1;251;438;500;1460;1210;1
1743;1;252;461;666;1786;1773;0
1744;1;201;344;440;1302;895;1
1745;1;237;397;579;1156;1461;1
1746;1;188;335;466;1214;1140;1
1747;1;249;403;581;1270;1260;1
1748;1;675;996;1344;2376;3341;0
1749;1;230;477;485;1798;1010;1
1750;1;207;326;584;1064;1383;1
1751;1;241;448;489;1870;1061;0
1752;1;278;419;725;1292;1129;1
1753;1;182;353;486;1264;937;1
1754;1;649;991;1392;2104;3416;0
1755;1;482;744;1044;2026;2700;0
1756;1;238;434;448;1582;1195;1
1757;1;387;618;799;1538;2122;0
1758;1;380;583;674;1722;1314;0
1759;1;1582;1604;2258;2610;3543;0
1760;1;473;555;548;1848;1007;1
1761;1;83;299;349;1482;1319;0
1762;1;595;952;1438;2166;3637;0
1763;1;1018;1486;1942;2608;3525;0
1764;1;188;353;439;1172;1145;1
1765;1;833;921;1266;2076;3322;0
1766;1;177;322;478;1112;1018;1
1767;1;1023;1038;1296;2210;2936;0
1768;1;206;326;396;1358;1155;1
1769;1;469;700;991;1832;2687;0
1770;1;253;412;436;1476;1061;1
1771;1;701;1032;1244;1980;2266;0
1772;1;764;1106;1422;2412;3164;0
1773;1;1104;1398;1628;1830;1983;0
1774;1;196;377;545;1328;947;1
1775;1;729;1020;1430;2182;3280;0
1776;1;466;748;860;1868;2277;0
1777;1;414;597;867;1416;2934;1
1778;1;933;1302;1810;2702;4116;0
1779;1;670;891;1178;1820;2615;0
1780;1;346;467;652;1362;1502;1
1781;1;301;460;693;1048;2139;1
1782;1;254;417;645;1176;965;1
1783;1;574;729;912;1172;1672;0
1784;1;233;359;543;1058;1176;1
1785;1;204;304;332;1064;581;0
1786;1;237;439;530;1874;1185;0
1787;1;234;437;552;2086;1116;1
1788;1;159;325;316;1542;740;1
1789;1;168;397;439;1592;1036;1
1790;1;357;566;720;1882;1201;1
1791;1;169;301;445;1080;1278;1
1792;1;296;476;465;1876;1155;0
1793;1;225;397;437;1788;1038;1
1794;1;370;681;901;1940;1741;0
1795;1;257;454;469;1820;1122;0
1796;1;147;327;466;1021;932;1
1797;1;249;444;510;2062;955;0
1798;1;195;313;378;1282;1029;1
1799;1;230;387;433;1358;970;1
1800;1;713;958;1400;2162;2322;0
1801;1;435;566;734;1788;1707;1
1802;1;512;722;954;1846;2883;0
1803;1;659;966;1278;2230;2556;0
1804;1;118;225;312;1160;921;1
1805;1;137;283;450;1836;1263;0
1806;1;232;440;564;1334;1344;1
1807;1;239;514;596;2036;1262;0
1808;1;553;555;474;1788;1262;0
1809;1;194;405;506;1256;970;1
1810;1;183;331;440;1298;923;1
1811;1;627;777;792;1684;1428;1
1812;1;184;240;351;884;953;1
1813;1;377;678;832;2536;2357;0
1814;1;258;372;499;1228;1342;1
1815;1;399;697;954;2200;1788;0
1816;1;604;868;1104;2038;2466;0
1817;1;163;297;444;1310;806;1
1818;1;151;248;335;1024;886;1
1819;1;178;249;322;476;620;0
1820;1;1024;1007;930;2040;1780;0
1821;1;693;885;991;2094;1617;0
1822;1;273;396;534;1306;1443;1
1823;1;462;818;1272;2040;3294;0
1824;1;670;929;1246;2014;2923;0
1825;1;755;875;1019;2314;2194;0
1826;1;242;376;545;1152;1055;1
1827;1;205;389;483;1344;1106;1
1828;1;289;521;683;1680;1695;0
1829;1;183;371;415;1378;1055;0
1830;1;361;521;621;1640;1353;1
1831;1;157;279;330;1176;888;1
1832;1;661;871;1138;1682;1698;0
1833;1;466;659;832;1976;1409;1
1834;1;281;422;552;1306;1399;1
1835;1;201;444;607;1726;1588;0
1836;1;156;326;329;1378;790;1
1837;1;1594;1806;1930;2666;3505;0
1838;1;872;1178;1628;2420;3978;0
1839;1;224;401;470;1508;1074;1
1840;1;174;300;365;1388;904;1
1841;1;178;320;383;1392;1244;0
1842;1;318;513;693;1642;1779;0
1843;1;215;396;431;1300;1163;1
1844;1;336;639;796;2154;2356;0
1845;1;268;414;671;1246;1210;1
1846;1;390;525;701;1824;1229;0
1847;1;335;482;575;1562;1471;1
1848;1;215;435;439;1718;1015;1
1849;1;208;283;436;1042;1101;1
1850;1;218;319;409;1334;962;1
1851;1;787;798;731;1892;1032;1
1852;1;295;484;648;1410;1442;1
1853;1;730;1013;1336;2204;3484;0
1854;1;576;839;1202;1450;3178;0
1855;1;414;598;813;2036;1739;0
1856;1;837;1023;1246;2220;2952;0
1857;1;311;496;688;1578;1316;1
1858;1;211;409;438;1786;918;1
1859;1;162;321;323;1368;870;1
1860;1;118;306;346;1236;874;1
1861;1;305;439;626;1324;1430;1
1862;1;262;451;481;1934;951;1
1863;1;752;1050;1204;1996;3048;0
1864;1;353;502;737;1424;1657;1
1865;1;793;1064;1490;2400;3325;0
1866;1;3000;2896;3394;3724;4539;0
1867;1;480;769;1046;1824;3033;0
1868;1;111;256;297;1004;879;1
1869;1;243;427;451;1238;1031;1
1870;1;459;690;1084;1692;3014;0
1871;1;188;332;501;1488;1670;0
1872;1;270;450;610;1590;1575;1
1873;1;247;404;477;1628;1307;1
1874;1;509;831;1096;2204;3254;0
1875;1;274;470;678;1334;1238;1
1876;1;285;454;575;1434;1450;1
1877;1;646;907;1152;2168;3180;0
1878;1;644;896;1150;1992;3114;0
1879;1;721;1034;1450;2442;3373;0
1880;1;170;303;466;1056;1005;1
1881;1;1976;2222;2498;2584;2307;0
1882;1;1926;1814;1842;2836;2466;0
1883;1;254;381;626;1046;1154;1
1884;1;850;1134;1560;1790;1566;1
1885;1;470;745;924;1944;2752;0
1886;1;240;429;475;1388;1105;0
1887;1;357;514;715;1512;1909;1
1888;1;736;996;1354;2152;3551;0
1889;1;269;408;471;1550;992;1
1890;1;357;604;689;1684;2310;0
1891;1;928;1248;1686;2518;3593;0
1892;1;199;469;483;1820;771;1
1893;1;261;447;563;1572;1408;1
1894;1;244;339;516;799;1429;1
1895;1;190;301;444;1138;1017;1
1896;1;258;397;675;1170;1183;1
1897;1;490;1108;950;2182;1851;0
1898;1;3084;2818;2464;3696;2583;0
1899;1;118;289;337;1476;879;1
1900;1;525;754;946;1866;2606;0
1901;1;173;284;372;965;1151;1
1902;1;630;931;1278;1958;2588;1
1903;1;102;289;314;1504;1876;0
1904;1;205;386;433;1450;1102;1
1905;1;277;523;568;1758;1549;0
1906;1;281;469;578;2008;1467;1
1907;1;1062;1426;1550;2366;2682;0
1908;1;493;721;993;1876;3226;0
1909;1;739;1034;1350;1880;2505;0
1910;1;685;735;856;1714;1684;0
1911;1;179;288;349;1006;826;1
1912;1;316;450;692;1402;1176;1
1913;1;775;1128;1588;2208;3824;0
1914;1;251;476;602;1758;1595;0
1915;1;282;424;537;1252;1363;1
1916;1;1022;1308;1478;1588;1991;0
1917;1;310;499;572;1622;1388;0
1918;1;225;355;551;1344;847;1
1919;1;146;272;291;1166;968;1
1920;1;176;319;373;1302;752;1
1921;1;654;912;1260;1976;3335;0
1922;1;312;569;652;2152;1158;1
1923;1;386;648;802;1782;1794;0
1924;1;352;468;653;959;2062;1
1925;1;270;401;575;1414;1110;1
1926;1;328;475;656;1504;1337;1
1927;1;258;422;507;1352;1346;0
1928;1;576;835;1128;1896;3216;0
1929;1;248;358;525;1456;2005;0
1930;1;1848;1836;1768;2894;2603;0
1931;1;220;450;479;1968;945;1
1932;1;549;745;995;1838;2658;0
1933;1;499;780;1104;1790;3738;0
1934;1;194;328;431;1082;1091;1
1935;1;116;225;291;763;977;0
1936;1;848;1296;1426;1748;1938;0
1937;1;908;1236;1410;1674;2318;0
1938;1;190;324;402;1448;927;1
1939;1;753;1042;1328;2232;3631;0
1940;1;187;306;347;1164;1197;1
1941;1;404;577;658;1842;1401;0
1942;1;215;343;469;1284;1238;1
1943;1;192;386;544;1466;1098;1
1944;1;67;160;234;532;476;0
1945;1;156;271;389;893;858;1
1946;1;150;311;394;1100;993;1
1947;1;298;397;697;1126;1244;1
1948;1;377;474;607;1270;1383;0
1949;1;224;435;506;1740;1032;0
1950;1;306;484;537;1616;1142;0
1951;1;2958;2210;2242;3382;2262;0
1952;1;527;768;1046;1688;2878;0
1953;1;149;303;427;1062;964;1
1954;1;355;447;582;1354;1525;0
1955;1;220;359;475;1422;1110;1
1956;1;205;354;400;1278;956;1
1957;1;242;383;478;1250;1107;1
1958;1;201;406;370;1520;975;1
1959;1;230;346;428;799;560;0
1960;1;232;437;469;1686;1171;0
1961;1;340;413;456;536;1066;0
1962;1;190;374;411;1366;1088;1
1963;1;265;447;679;1078;1655;1
1964;1;154;243;294;408;444;0
1965;1;147;222;341;1166;768;1
1966;1;121;229;322;1196;811;1
1967;1;162;393;408;1568;872;1
1968;1;495;724;940;1690;2033;0
1969;1;634;897;1232;2132;2133;0
1970;1;218;304;484;973;1145;1
1971;1;334;494;631;1522;1884;1
1972;1;801;1180;1616;2600;3560;0
1973;1;425;901;1138;1958;1704;0
1974;1;270;452;546;1460;1251;1
1975;1;305;427;566;1562;1299;1
1976;1;200;377;423;1398;1222;1
1977;1;681;949;1246;2010;3387;0
1978;1;506;665;983;1388;1976;1
1979;1;287;387;489;1286;1490;0
1980;1;189;310;334;1306;786;1
1981;1;1210;1450;1602;1762;2183;0
1982;1;240;357;475;1268;1334;0
1983;1;171;320;365;1282;742;1
1984;1;241;437;577;1742;834;1
1985;1;695;981;1408;2282;3935;0
1986;1;280;416;631;1176;1415;1
1987;1;724;987;1242;2232;3423;0
1988;1;122;297;390;1156;1059;1
1989;1;351;564;570;1838;1300;0
1990;1;737;958;1256;1898;2350;0
1991;1;154;245;345;1110;909;1
1992;1;397;569;803;1162;2120;1
1993;1;489;667;908;1638;1663;1
1994;1;462;564;700;1214;1407;0
1995;1;530;777;1092;1814;2000;1
1996;1;245;433;469;1734;1702;0
1997;1;217;397;490;1312;1103;1
1998;1;912;1174;1558;2310;3145;0
1999;1;185;414;476;1534;911;1
2000;1;319;473;623;1566;1223;1
2001;1;255;502;541;2244;2022;0
2002;1;733;997;1312;2222;3447;0
2003;1;447;686;963;2120;1924;0
2004;1;328;411;472;595;1098;0
2005;1;190;343;416;1126;1045;1
2006;1;550;821;1072;2032;3146;0
2007;1;634;888;1234;1752;2925;0
2008;1;877;1198;1588;2416;3758;0
2009;1;143;346;409;1620;809;1
2010;1;631;818;1174;1792;2835;0
2011;1;533;753;918;1862;1492;0
2012;1;325;521;588;1814;1207;0
2013;1;836;1166;1524;2448;3401;0
2014;1;212;363;521;1174;1224;1
2015;1;189;314;515;1148;934;1
2016;1;659;1007;1490;2364;3237;0
2017;1;290;404;496;1628;1027;1
2018;1;186;357;357;1450;1005;0
2019;1;277;383;455;1390;1026;1
2020;1;125;243;289;1294;935;1
2021;1;781;888;952;1650;1770;1
2022;1;241;429;466;1252;1261;0
2023;1;895;1376;1482;2110;2580;0
2024;1;260;489;573;1912;2078;0
2025;1;235;362;430;1266;1188;0
2026;1;180;327;334;1398;1038;1
2027;1;510;836;1064;2032;2373;0
2028;1;719;1036;1416;2252;3921;0
2029;1;268;444;497;1460;1155;1
2030;1;944;1042;1096;2048;1996;0
2031;1;271;429;513;1840;1260;0
2032;1;346;516;801;1456;1516;1
2033;1;229;376;479;1628;911;1
2034;1;374;661;821;2166;2652;0
2035;1;194;344;474;1144;1170;1
2036;1;678;982;1278;2230;3194;0
2037;1;301;502;637;1826;1712;0
2038;1;839;1140;1490;2358;3696;0
2039;1;294;498;626;1650;1452;0
2040;1;306;468;714;1508;1121;1
2041;1;2054;1968;2338;3046;3681;0
2042;1;628;980;1304;1970;2492;0
2043;1;328;541;686;1872;1677;0
2044;1;620;887;1166;2060;3552;0
2045;1;1062;1001;1282;2082;3022;0
2046;1;560;810;1172;2008;3699;0
2047;1;222;384;502;1005;1069;1
2048;1;180;351;318;1898;956;1
2049;1;500;718;1064;1720;3035;0
2050;1;252;452;502;1676;1718;0
2051;1;190;365;449;1360;1183;1
2052;1;146;329;311;1508;740;1
2053;1;312;513;733;1432;1360;1
2054;1;170;466;606;2120;1768;0
2055;1;240;440;587;1544;1228;1
2056;1;106;321;338;1222;883;1
2057;1;69;252;352;550;613;0
2058;1;269;479;533;1710;1322;0
2059;1;366;513;571;1470;1532;1
2060;1;319;555;816;1390;1558;1
2061;1;197;361;507;1684;966;1
2062;1;143;368;422;1314;918;1
2063;1;210;338;439;1422;1057;1
2064;1;508;737;1002;1952;2353;0
2065;1;741;970;1244;2020;3277;0
2066;1;873;1150;1526;2394;3697;0
2067;1;630;884;1192;1830;2880;0
2068;1;158;352;372;1662;820;1
2069;1;297;463;597;1286;1268;1
2070;1;456;703;897;1914;2231;0
2071;1;226;359;506;1098;1143;1
2072;1;165;318;350;1426;810;1
2073;1;182;326;371;1390;842;1
2074;1;334;602;698;2368;2115;0
2075;1;650;932;1216;2126;3512;0
2076;1;436;727;778;1636;2154;0
2077;1;1006;1536;1798;2386;2754;0
2078;1;318;472;707;1330;1505;1
2079;1;662;1098;1290;2034;2405;0
2080;1;691;1006;1404;2286;3565;0
2081;1;236;307;421;1078;1871;0
2082;1;116;331;229;1484;616;1
2083;1;702;1010;1312;2156;3298;0
2084;1;285;322;386;462;1037;0
2085;1;203;355;522;1318;1043;1
2086;1;357;586;778;1504;1596;1
2087;1;792;998;1306;1976;3181;0
2088;1;206;388;491;1554;1242;1
2089;1;1594;1676;1708;2746;3062;0
2090;1;235;435;481;2308;1322;0
2091;1;256;426;484;1440;864;1
2092;1;770;1092;1322;2150;2264;0
2093;1;405;597;870;2216;2415;0
2094;1;571;573;1058;1612;1214;1
2095;1;194;365;428;1030;1326;0
2096;1;447;480;528;599;1218;0
2097;1;250;449;509;1686;1062;0
2098;1;500;580;546;1674;1229;0
2099;1;212;360;444;1424;1071;1
2100;1;260;429;509;1596;1207;1
2101;1;206;386;472;1376;1017;1
2102;1;180;337;420;1170;1162;1
2103;1;151;327;368;1502;925;1
2104;1;956;1312;1520;2166;2075;0
2105;1;585;871;1158;2070;3292;0
2106;1;160;350;361;1614;754;1
2107;1;264;392;596;1316;1171;1
2108;1;544;828;1120;1908;2031;0
2109;1;234;391;593;1148;1313;1
2110;1;201;357;495;1140;1153;1
2111;1;898;1238;1654;2344;3883;0
2112;1;184;397;376;1576;851;1
2113;1;194;309;428;1058;955;1
2114;1;255;421;608;1356;1335;1
2115;1;461;740;929;1898;2400;0
2116;1;176;350;510;1378;1537;0
2117;1;899;1256;1682;2498;3964;0
2118;1;184;357;410;1252;1097;1
2119;1;637;940;1172;2492;3311;0
2120;1;286;503;546;1902;1156;0
2121;1;681;999;1340;2054;2748;0
2122;1;408;647;795;1984;2041;0
2123;1;644;1072;1338;2296;2624;0
2124;1;197;323;388;1100;1178;1
2125;1;187;333;452;1258;1358;1
2126;1;459;733;908;1936;2382;0
2127;1;222;362;544;894;1272;1
2128;1;79;237;290;1638;940;0
2129;1;705;953;1330;2226;3517;0
2130;1;198;398;470;1654;833;1
2131;1;4092;4040;3748;5264;4275;0
2132;1;779;912;877;1924;1375;0
2133;1;725;983;1338;2226;3226;0
2134;1;1226;1510;1678;2110;2277;0
2135;1;583;651;836;1434;1349;1
2136;1;219;353;546;1068;1269;1
2137;1;328;502;805;1422;1404;1
2138;1;171;394;424;1852;809;1
2139;1;304;512;544;1708;1309;0
2140;1;235;432;450;1832;1051;1
2141;1;450;619;760;1766;1140;1
2142;1;202;332;431;883;1046;1
2143;1;2026;2094;2178;2692;3141;0
2144;1;842;1238;1820;2584;3258;0
2145;1;119;229;454;885;1059;1
2146;1;265;437;656;1248;1099;1
2147;1;191;335;392;1326;947;1
2148;1;157;422;604;1378;1391;0
2149;1;221;426;472;1410;1085;1
2150;1;162;267;366;1005;867;1
2151;1;594;955;1400;2288;3394;0
2152;1;419;920;641;3776;1374;0
2153;1;266;430;664;1176;1886;1
2154;1;263;422;659;1156;1614;1
2155;1;691;944;1174;2092;3388;0
2156;1;1126;1040;1276;2386;1987;0
2157;1;225;398;445;1412;1089;1
2158;1;203;473;550;1598;1033;1
2159;1;416;493;635;1260;1226;1
2160;1;318;471;752;1604;980;1
2161;1;246;387;440;1562;932;1
2162;1;311;491;628;1650;1127;1
2163;1;272;451;563;1322;1372;0
2164;1;375;554;787;1358;2282;0
2165;1;131;234;307;1166;789;1
2166;1;594;783;1078;1754;3051;1
2167;1;269;441;557;2154;1421;0
2168;1;681;954;1180;2060;3519;0
2169;1;262;423;638;1072;1245;1
